La Calaka - Expense Report
Week: SEMANA 3   LUNES  20   ENERO    2026
Exported: 1/27/2026, 2:36:46 PM

COST BREAKDOWN
Category,Initial ($),Purchases ($),Final ($),Sales ($),Cost %

INVOICES/PURCHASES
Provider,Category,Quantity,Unit Price,Total
"Platano Macho "Plantain"",undefined,0,undefined,NaN
"Poro "Leeks Cs." ",undefined,0,undefined,NaN
"Rabano en Bolsa "Radish in Bag"",undefined,0,undefined,NaN
"Repollo "Cabbage Green"",undefined,2,undefined,NaN
"Sandia (DESAYUNOS)",undefined,0,undefined,NaN
"Tomate Roma "Tomatoes Roma"",undefined,2,undefined,NaN
"Tomatillo VERDE (guacamole y salsa verde)",undefined,0,undefined,NaN
"Zanahoria "Carrots"",undefined,1,undefined,NaN
"CEBOLLA FRITA",undefined,0,undefined,NaN
"BROCOLI",undefined,0,undefined,NaN
"COLIFLOR",undefined,0,undefined,NaN

INVENTORY
Product,Count,Cost,Value
"Aceite Ajonjoli",1.5,undefined,NaN
"Aceite De Canola (16 litros)",32,undefined,NaN
"Aceite De REFILL (DAN + MIT miercoles / OAK jueves )",0,undefined,NaN
"Ajo En Polvo",4,undefined,NaN
"Ajo picado en Aceite (frasco 1.36kg)",1,undefined,NaN
"Ajonjoli Blanco (bote de 2 kilos)",0.1,undefined,NaN
"Ajonjoli Negro (bote de 2 kilos)",0.1,undefined,NaN
"Algas (paq.100 piezas)",1.5,undefined,NaN
"Arroz para Sushi",30,undefined,NaN
"Azucar Refinada",0,undefined,NaN
"Azucar Sobre",1,undefined,NaN
"Bicarbonato ( caja de .500 gr )",1,undefined,NaN
"Cacahuates Japones",0,undefined,NaN
"Café Americano 1.36 kg TIM HORTONS",0.8,undefined,NaN
"Café en Grano",1,undefined,NaN
"Cajeta Coronado",7,undefined,NaN
"Canela Molida",0.8,undefined,NaN
"Chamoy Preparado para Micheladas",0.3,undefined,NaN
"Chile Chiltepin(Bolsa de .250grs)",0.1,undefined,NaN
"Chile Chipotle Seco",1,undefined,NaN
"Chipotle en Lata (lata de 3 litros)",1,undefined,NaN
"Chocolate liquido para decorar ",1,undefined,NaN
"Clamato (1.89 litros) (4pz 1.89lt)",3.5,undefined,NaN
"Concentrado Pina Colada",6,undefined,NaN
"Consome de Camaron (cajita c/8 pzs)",1,undefined,NaN
"Consome de Pollo en Polvo",3,undefined,NaN
"Consome de Res (cajita c/6 cubitos)",1,undefined,NaN
"Dulces Latin Core",0,undefined,NaN
"Dulces MVR",0,undefined,NaN
"El Gallito Horchata",10,undefined,NaN
"El Gallito Jamaica .946ml",11,undefined,NaN
"El Gallito Tamarindo",0,undefined,NaN
"Frituras (viejitas) costal 15kg",1,undefined,NaN
"Frutiva 33,8 oz Tamarindo  ",0,undefined,NaN
"Frutiva 33,80 oz Jamaica ",0,undefined,NaN
"Frutiva 33,80 oz Mango",0,undefined,NaN
"Frutiva 33,8oz Horchata ",0,undefined,NaN
"GRANOLA 1,4 KG",1,undefined,NaN
"Harina  De Trigo p&h all purpose flour (20 KG)",0.1,undefined,NaN
"Harina para Hot cakes",0,undefined,NaN
"Hoja de Laurel Bote ",0,undefined,NaN
"Jarabe De Granadina 2 Litros roses grenadine",2,undefined,NaN
"Jugo De Arandano td cramberry 27%",0,undefined,NaN
"Jugo de Guava",1,undefined,NaN
"Jugo de Limon .946 ml monterrey lime juice",12,undefined,NaN
"Jugo de Mango",0,undefined,NaN
"Jugo de Maracuya rubicon passion fruit",1,undefined,NaN
"Jugo de Naranja",3,undefined,NaN
"Jugo De Piña",12,undefined,NaN
"Jugo De Toronja",0,undefined,NaN
"Jugo Maggi .800 ml",5,undefined,NaN
"Lata de Tomate entero Pelado (para salsa de tomate tacos asada)",2,undefined,NaN
"Leche Condensada (3pzas)",3,undefined,NaN
"Leche evaporada (6pzas)",7,undefined,NaN
"Maizena (20 kg)",16,undefined,NaN
"Maseca COSTAL de 33 libras ",15,undefined,NaN
"Mayonesa (15 Litros)",0,undefined,NaN
"Mayonesa (bote de 3.78 litros) (aderezo de cilantro)",6,undefined,NaN
"Miel ( bote de 3 kg)",3,undefined,NaN
"Mix nuts para sushi de mole",6,undefined,NaN
"Mostaza FRENCH'S .400ml",1,undefined,NaN
"PAN - SPRAY - DANFORTH",0,undefined,NaN
"Panko (kikko untoas) 11.3 kg",13,undefined,NaN
"Paprika (bote de 1,8 kilos)",1,undefined,NaN
"Pimienta Negra Molida",0,undefined,NaN
"Polvo para Hornear",2,undefined,NaN
"Rielito",0,undefined,NaN
"Sal De Ajo",0,undefined,NaN
"Sal fina Azul",2,undefined,NaN
"Sal Kosher",4,undefined,NaN
"Saladitas",504,undefined,NaN
"Salsa de Champiñon",1,undefined,NaN
"Salsa Guacamaya Chamoy 1 lt",6,undefined,NaN
"Salsa Guacamaya Original 1 lt",4,undefined,NaN
"Salsa Sriracha .730 ml",5,undefined,NaN
"Soya Preparada para Sushi (18.9 lts)",1,undefined,NaN
"Soya Kikkoman 18.9 litros ",1,undefined,NaN
"Splenda (caja de 1000)",1,undefined,NaN
"Tajin 908 gr ",2,undefined,NaN
"Tamaroca Banderilla",34,undefined,NaN
"Te de Manzanilla",1,undefined,NaN
"Te Verde",1,undefined,NaN
"Tempura Bolsa kikoman 2.27 kg",8,undefined,NaN
"Togarashi (bolsa de 300 gr)",1,undefined,NaN
"Tortilla de HARINA Hecha a Mano (paquete 12 piezas)",2,undefined,NaN
"Tortillas de Maiz Maizteca ( caja por 24 paquetes)",1.5,undefined,NaN
"Tostadas Matilda (caja $40.10)",1.2,undefined,NaN
"Totopos pre cut white",1.5,undefined,NaN
"Vainilla .474 ml ",1,undefined,NaN
"Vinagre de Arroz",7,undefined,NaN
"ARROZ PRE COCIDO 8 kg",0,undefined,NaN
"Vinagre blanco",1,undefined,NaN
"CHEETOS FLAMINGO ",1,undefined,NaN
"ELOTE EN LATA",24,undefined,NaN
"GRANO POZOLERO JUANITA ",1,undefined,NaN
"Bacardi Superior White Rum 750ml",1,undefined,NaN
"Bayleys",0.3,undefined,NaN
"Blue Curacao Mcguinness 750ml",0.7,undefined,NaN
"Bombay Bramble 750ml",0,undefined,NaN
"Bombay Sapphire London Dry 750ml",1.3,undefined,NaN
"Disaronno Amaretto 750ml",0.6,undefined,NaN
"Jager",0.8,undefined,NaN
"Johnnie Walker Red Label 750ml",1.3,undefined,NaN
"Kahlua Coffee Liquor 750ml",0.6,undefined,NaN
"Licor 43 750ml",1.3,undefined,NaN
"Licor de Menta",1,undefined,NaN
"Malibu Coconut Rum 750ml",1.8,undefined,NaN
"Martini Proseco",0,undefined,NaN
"McGuiness Peach",1,undefined,NaN
"Mezcal del Maguey Vida 750ml",1.7,undefined,NaN
"Mezcal vida PUEBLA  750ml",0,undefined,NaN
"Mezcal Verde 700ml",0,undefined,NaN
"Rompope",0,undefined,NaN
"Smirnoff Vodka 750ml",1.7,undefined,NaN
"Tequila 1800 Reposado 750ml",0.8,undefined,NaN
"Tequila 1800 White  750ml",1,undefined,NaN
"Tequila 1800 Coco-NUT",0.8,undefined,NaN
"Tequila Casamigos Anejo 750ml",0.3,undefined,NaN
"Tequila Casamigos Blanco 750ml",0.3,undefined,NaN
"Tequila Don Julio 70th 750ml",0,undefined,NaN
"Tequila Don Julio Blanco 750ml",0.3,undefined,NaN
"Tequila Don Julio Reposado 750ml",0.6,undefined,NaN
"Tequila Herradura Reposado 750ml",0.2,undefined,NaN
"Tequila Herradura Silver 750ml",0,undefined,NaN
"Tequila Jose Cuervo Especial",0,undefined,NaN
"Tequila Jose Cuervo Reposado  Tradicional 750ml",5.6,undefined,NaN
"Tequila Patron Anejo 750ml",0,undefined,NaN
"Tequila Patron Silver 750ml",0.3,undefined,NaN
"Tequila Siempre Añejo 750ml",0,undefined,NaN
"Tequila Siempre Plata 750ml",1,undefined,NaN
"Tequila Siempre Reposado 750ml",0,undefined,NaN
"Tequila Spolon",1.3,undefined,NaN
"Tequila Tromba Reposado 750ml",1,undefined,NaN
"The Famous Grouse Whisky 750ml",0,undefined,NaN
"Triple Sec Mcguinness 750ml",0,undefined,NaN
"Triple Sec Meaghers 750ml",0,undefined,NaN
"Whiskey Black 750ml",0,undefined,NaN
"Wine Open Blanco",0,undefined,NaN
"Wine Open Red",0,undefined,NaN
"Agua embotellada ",0,undefined,NaN
"Agua Perrier",16,undefined,NaN
"Baging Box Refrescos Coca-Cola (20 lts)",0,undefined,NaN
"Baging Box Refrescos Coca-Diet (20 lts)",0,undefined,NaN
"Baging Box Refrescos Gingerale (20 lts)",0,undefined,NaN
"Cafe de Olla concentrado",3,undefined,NaN
"Co2 Gas Carbonico",0,undefined,NaN
"Coca Cola Mexico",40,undefined,NaN
"Jarrito Mandarina",12,undefined,NaN
"Jarrito Mango",33,undefined,NaN
"Jarrito Pina",15,undefined,NaN
"Jarrito Toronja",28,undefined,NaN
"Lata Coca Cola",96,undefined,NaN
"Lata Coca Light",28,undefined,NaN
"Lata Coca Zero",0,undefined,NaN
"Lata Gingel Ale",18,undefined,NaN
"Sangria Senorial",12,undefined,NaN
"Toni-Col",0,undefined,NaN
"Arrachera (angus skirt AAA)",19.8,undefined,NaN
"Birria",9.5,undefined,NaN
"Carne Asada (boneless eye round)",12,undefined,NaN
"Chicharrones (pork fat) Sushicharron Roll",2,undefined,NaN
"Chorizo para Tacos",0,undefined,NaN
"Frijol Puerco (bolsa 3 kg)",9,undefined,NaN
"Manteca de Res (beef lard  tallow)",4,undefined,NaN
"Pollo",12,undefined,NaN
"Tocino (paquete .500 gr) (4pzas)",6,undefined,NaN
"Tocino caja (caja 5 kg)",1,undefined,NaN
"CARNITAS ",20,undefined,NaN
"Cerveza de Barril  - SAPPORO 30 LITROS KET",0,undefined,NaN
"Cerveza de Barril  - PBR 30 LITRO SKET ",0,undefined,NaN
"Corona Extra",157,undefined,NaN
"XX Lager",62,undefined,NaN
"Modelo Especial",156,undefined,NaN
"Negra Modelo",174,undefined,NaN
"Tecate ",23,undefined,NaN
"Destapador de Botellas (en bar)",2,undefined,NaN
"Azucarero para sobres (en bar)",12,undefined,NaN
"Botellas p/agua",14,undefined,NaN
"Bulldog Holder",0,undefined,NaN
"Charola servicio Bar",5,undefined,NaN
"Charola servicio Rectangular",6,undefined,NaN
"Chavela",6,undefined,NaN
"Copa Martinera",6,undefined,NaN
"Copa p/frappe",16,undefined,NaN
"Cremero de aluminio",6,undefined,NaN
"Cubetas de Cerveza",12,undefined,NaN
"Cuchara P/sopa",106,undefined,NaN
"Cuchara P/ café",61,undefined,NaN
"Cuchillo P/ servicio",22,undefined,NaN
"Exacto pour (para muestras de bar)",0,undefined,NaN
"Jarra Refill Agua de Sabor (transparentes)",3,undefined,NaN
"Jarra p/café Bunn Cristal (cafetera de vidrio)",0,undefined,NaN
"Menu Veggie ",4,undefined,NaN
"Menus triptico",30,undefined,NaN
"Molcajete Chico",6,undefined,NaN
"Molcajete Grande",5,undefined,NaN
"Plato Barro Birria y Pozole",0,undefined,NaN
"Plato Ovalado Melamina para Yakimeshi",0,undefined,NaN
"Plato p/ 3 tacos ceramica rectangular",29,undefined,NaN
"Plato para compartir BLANCO ",76,undefined,NaN
"Plato plastico para frituras (CANASTAS)",21,undefined,NaN
"Plato Redondo Aguachile",10,undefined,NaN
"Plato Sushi Cuadrado",11,undefined,NaN
"Plato Sushi de Mariscos con orificio en medio",0,undefined,NaN
"Plato Sushi Rectangular Melamina",27,undefined,NaN
"Portacuentas",6,undefined,NaN
"Radio Audifonos",3,undefined,NaN
"Radio Cargadores",3,undefined,NaN
"Radios",3,undefined,NaN
"Ramekin 4 oz melamina",27,undefined,NaN
"Salero",4,undefined,NaN
"Salseros C/4 ramekin de metal",3,undefined,NaN
"Ramekin de Metal",16,undefined,NaN
"Soyero nuevos redondos pequenos",17,undefined,NaN
"Tablas Redondas Molcajete",5,undefined,NaN
"Taza p/café",26,undefined,NaN
"Taza p/capuccino",0,undefined,NaN
"Taza p/expresso",0,undefined,NaN
"Tend-Cards Acrilico ( acrilicos de las mesas)",8,undefined,NaN
"Tenedor  P/servicio paq c/36 piezas",184,undefined,NaN
"Thermo Para Café (los de aluminio)",2,undefined,NaN
"Tortillero Plastico y cestas (color para las tortillas calientes)",9,undefined,NaN
"Vaso 1 oz P/ Shot tequila",20,undefined,NaN
"Vaso 10.5 oz carajillo",12,undefined,NaN
"Vaso 12 oz P/Paloma",16,undefined,NaN
"Vaso 8 oz plastico p/agua",47,undefined,NaN
"Vaso Cerveza de Barril",0,undefined,NaN
"Vaso Cubiertos",16,undefined,NaN
"Vaso Mason 1 Litro",18,undefined,NaN
"Vaso Mason 1/2 Litro",20,undefined,NaN
"Vaso 16oz plastico (aguas frescas - Refill)",21,undefined,NaN
"Plato Sopero Melamina 7" (NEGRO)",19,undefined,NaN
"Tarro Cerveza para Michelada",8,undefined,NaN
"Buffetera",3,undefined,NaN
"Vaso Margarita ",6,undefined,NaN
"Menu postres",12,undefined,NaN
"Menu Bar",27,undefined,NaN
"Flores de decoracion para mesas",1,undefined,NaN
"Hand Sanitizer Gel de mesas",16,undefined,NaN
"Abre latas para cocina",0,undefined,NaN
"Aguacate "Avocado Cs." - COSMO FRUIT",2,undefined,NaN
"Albahaca 'basil"",0,undefined,NaN
"Cabeza de Ajo 3 lbs "Head of Garlic"",0.1,undefined,NaN
"Cebolla Blanca "Onions Spanish"",1,undefined,NaN
"Cebolla Morada "Onions Red"",1,undefined,NaN
"Cebollin "Onions Green" ",1,undefined,NaN
"Champiñon fresco "Mushroom"",0,undefined,NaN
"Chile Jalapeno "Jalapeno Pepper"",1,undefined,NaN
"Cilantro "Coriander Cs." (caja de 6, 12, 18 o 24  manojos)",0.2,undefined,NaN
"Fresa "Strawberry"",1,undefined,NaN
"Lechuga Mixta para ensalada",1,undefined,NaN
"Limon Amarillo "Lemons Cs."",3,undefined,NaN
"Limon Verde "Limes Cs."",1.5,undefined,NaN
"Mango Congelado "Frezzer Mangoes"",2,undefined,NaN
"Mangos Cs. "Mangoes Fresh"",0.5,undefined,NaN
"Melon (DESAYUNOS)",0,undefined,NaN
"Menta "Mint"",1,undefined,NaN
"Mix Vegetales (ALASKO PEAS AND CARROTS)",1,undefined,NaN
"Naranja "Orange" ",0,undefined,NaN
"Nopales",0.1,undefined,NaN
"Pepino "Cucumbers English Cs."",3,undefined,NaN
"Pimientos mixtos (rojos, verde amarrillo)",1,undefined,NaN
"Piña PIEZA MVR "Pineapple each"",0,undefined,NaN
"Piña Por CAJA de  vicenzo piezas  "Pineapple each"",0,undefined,NaN
"Platano "Banana"",0,undefined,NaN
"Platano Macho "Plantain"",0,undefined,NaN
"Poro "Leeks Cs." ",0,undefined,NaN
"Rabano en Bolsa "Radish in Bag"",0,undefined,NaN
"Repollo "Cabbage Green"",2,undefined,NaN
"Sandia (DESAYUNOS)",0,undefined,NaN
"Tomate Roma "Tomatoes Roma"",3,undefined,NaN
"Tomatillo VERDE (guacamole y salsa verde)",0,undefined,NaN
"Zanahoria "Carrots"",1,undefined,NaN
"CEBOLLA FRITA",0,undefined,NaN
"BROCOLI",0,undefined,NaN
"COLIFLOR",0,undefined,NaN
"Hielo",0,undefined,NaN
"Crema Acida (SourCream)",1,undefined,NaN
"Huevo (cartera 30 pzs)",1,undefined,NaN
"Huevo por caja (15 docenas)",0,undefined,NaN
"Leche",0,undefined,NaN
"Margarina  4 KG ",4,undefined,NaN
"Q. FETA",2,undefined,NaN
"Q. Mozzarella Rallado bolsas 2 kilos",6,undefined,NaN
"Q. Philadelphia",3,undefined,NaN
"Q. Portuguese Fresco",1,undefined,NaN
"Q. Poutine (sopa de tortilla) 2kg",0.3,undefined,NaN
"Yogurth Griego",1,undefined,NaN
"Bistec Ranchero",0,undefined,NaN
"Chicharron en Salsa Verde",0,undefined,NaN
"Chilorio a la Mexicana",0,undefined,NaN
"Chorizo con papas",0,undefined,NaN
"Frijoles Charros",0,undefined,NaN
"Jamon (paquete de 1 kilo)",0,undefined,NaN
"Machaca con papas",0,undefined,NaN
"Menudo",0,undefined,NaN
"Papas fritas (13,56 Kg)",0,undefined,NaN
"Pollo Con Mole",0,undefined,NaN
"Pollo en Rajas",0,undefined,NaN
"Pozole (bolsa de 3 LITROS)",0,undefined,NaN
"Salchicha (paquete )",0,undefined,NaN
"Tamal de Elote (DESAYUNOS) (paquete c/6 piezas)",0,undefined,NaN
"MIEL individual",0,undefined,NaN
"Mermelada de fresa invidual",0,undefined,NaN
"WIPPING CREAM (bote litro)",0,undefined,NaN
"Block de Requisicion (oficina)",1,undefined,NaN
"cajas de clips",1,undefined,NaN
"Cinta masking Beige",1,undefined,NaN
"Cinta masking verde",3,undefined,NaN
"Cinta Scotch (transparentes)",1,undefined,NaN
"Impresora de comandas",1,undefined,NaN
"Cuter plastico azul (oficina)",1,undefined,NaN
"Encendedor Largo",1,undefined,NaN
"Engrapadora (expo, bar, estaciones)",3,undefined,NaN
"Grapas",5,undefined,NaN
"Hojas Bond Tamano Carta 5000pzs (danforth)",5,undefined,NaN
"Luces de vengala 10 piezas, benm 20cm sparklers",10,undefined,NaN
"Pilas AA",10,undefined,NaN
"Pilas AAA",48,undefined,NaN
"Plumas Zgrip",0,undefined,NaN
"Plumones Permanentes",0,undefined,NaN
"Rollo impresora termico 3 1/8x3 (impresora fiscal)",13,undefined,NaN
"Rollo impresora Terminal Bancaria",1,undefined,NaN
"Sobres Manila (selectum security envelopes)",4,undefined,NaN
"Sobres para nomina (Largos)",0.5,undefined,NaN
"Sobre para propinas (pequenos)",0.5,undefined,NaN
"Atun",8,undefined,NaN
"Callo chico 80/120",1,undefined,NaN
"Callo grande 10/20",5,undefined,NaN
"Camaron 16/20 con cascara",10,undefined,NaN
"Camaron 31/40 con cascara",21,undefined,NaN
"Pulpo",0,undefined,NaN
"Salmon",8,undefined,NaN
"Masago",0.1,undefined,NaN
"Pescado (basa flts)",4,undefined,NaN
"Surimi en Barra (paquete .908 grs)",8,undefined,NaN
"Kanikama en Barra",6,undefined,NaN
"GALLETAS buffet ",0,undefined,NaN
"CHURROS de caramelo ",0,undefined,NaN
"CHURROS de chocolate",0,undefined,NaN
"Flan Casero",0,undefined,NaN
"Hot Cakes (DESAYUNOS)",0,undefined,NaN
"Pastel 3 Leches",3,undefined,NaN
"Aderezo Roca",12,undefined,NaN
"Consome Birria",50,undefined,NaN
"Grasa de Birria",8,undefined,NaN
"Mole (preset 110 gramos)",2,undefined,NaN
"Salsa A La Diabla",1,undefined,NaN
"Salsa Aguachile/MangoHabanero",1,undefined,NaN
"Salsa Belicona",1,undefined,NaN
"Salsa Black",2,undefined,NaN
"Salsa de Anguila",5,undefined,NaN
"Salsa Hot",2,undefined,NaN
"Salsa MARISQUERA (saul)",2,undefined,NaN
"Salsa Negra Michelada",30,undefined,NaN
"Salsa vino tinto",1,undefined,NaN
"Adobo para Zarandeado",3,undefined,NaN
"Salsa Roja de buffet ",0,undefined,NaN
"Salsa Verde (SOLO DANFORTH)",0,undefined,NaN
"SALSA CILANTRO JALAPENO",2,undefined,NaN
"BASE DE SALSA DE QUESO ",3,undefined,NaN
"SALSA CHIPOTLE CN BASE DE QUESO ",2,undefined,NaN
"SALSA DE QUESO CHEDDAR PARA NACHOS ",1,undefined,NaN
"SALSA MATCHA EL RUDO ",1,undefined,NaN
"CHILE POBLANO ",1,undefined,NaN
"Bolsa Negra Basura 26 x 36" stronge x garbage bag",1,undefined,NaN
"Bolsa Negra Basura 42 x 48"",1,undefined,NaN
"Cloro bleach",4,undefined,NaN
"Desengrasante plancha Clasik 10 litros)",20,undefined,NaN
"Escoba",3,undefined,NaN
"Fibra Chica para loza",39,undefined,NaN
"Fibra Grande para loza",4,undefined,NaN
"Fibra Metalica chica",6,undefined,NaN
"Gel Antibacterial (sanitize de LITRO para rellenar)",2,undefined,NaN
"Jabon para Manos (softsoap)",2,undefined,NaN
"Jalador (esta en bano o Janitor)",2,undefined,NaN
"Lysol para banos (botella)",2,undefined,NaN
"MelaMagic",0,undefined,NaN
"Mr Clean 5.2 lts",10,undefined,NaN
"Solugard (limpiador de mesas)",0,undefined,NaN
"Trapeador chico redondo",1,undefined,NaN
"Trapeador largo",2,undefined,NaN
"Trapo Amarillo",6,undefined,NaN
"Trapo Blanco white microfiber towel",0,undefined,NaN
"Washeze Jabon de Loza",3,undefined,NaN
"Windex",2,undefined,NaN
"Desengrasante de horno",0,undefined,NaN
"Toallas de cloro desinfectantes",1,undefined,NaN
"Aromatizantes",1,undefined,NaN
"dishwasher detergente (cubeta 20 litros)",10,undefined,NaN
"dishwasher rinse (cubeta 20 litros)",10,undefined,NaN
"Aluminio Tacos 14x14 insulated",2,undefined,NaN
"Alumino Papel Rollo 30 cm x 200 mts",2,undefined,NaN
"Bolsa P/llevar grande S6",1,undefined,NaN
"Bolsas papel 12 lbs BEAN & CHIPS , POSTRES",1,undefined,NaN
"Bolsas plastico 10 lbs PRESET DE CAMARON, AZUCAR",1,undefined,NaN
"Bolsas plastico preset 1 lb PRESET QUESO, PULPO, etc",2,undefined,NaN
"Brochas para aceite Winco flat pastry basting",2,undefined,NaN
"Cepillo De Alambre",0,undefined,NaN
"Charolas para llevar 4 vasos",250,undefined,NaN
"Contenedor 24oz  - 50 pza ( CN tower, Aguachiale y cocteles)",2,undefined,NaN
"TAPA Contenedor 24oz  - 50 pza ( CN tower, Aguachiale y cocteles)",2,undefined,NaN
"Contenedor 9x6x1 Liso (pequeño)",1,undefined,NaN
"Contenedor 3 tinas SUSHI ",1,undefined,NaN
"Contenedor 9"x9"  paq.150 piezas (yakimeshi, tacos, quesadillas)",1,undefined,NaN
"Contenedor Hot Sauce .5oz (2500pzs)",0,undefined,NaN
"Contenedor Chipotle 1oz cup",1,undefined,NaN
"TAPA Contenedor Chipotle 1oz y Hot Sauce .5oz",1,undefined,NaN
"Contenedor Guacamole 2oz",1,undefined,NaN
"TAPA Cont. Guacamole 2oz",1,undefined,NaN
"Contenedor SOYA  3.25 oz (300 pzs)",0.2,undefined,NaN
"TAPA Contenedor SOYA 3.25oz",0.2,undefined,NaN
"Contenedor Consome 4oz",3,undefined,NaN
"TAPA Contenedor consome 4oz",3,undefined,NaN
"Contenedor Birria y Sopa Tortilla  16oz",1,undefined,NaN
"TAPA Contenedor Frijol, birria y Sopa tortilla 32 oz ",1,undefined,NaN
"Cuchara desechable Blanca",2,undefined,NaN
"Filtros p/café (White hot paper)",0,undefined,NaN
"Filtros P/cafetera Bunn",1,undefined,NaN
"GAS BUTANO (para flamear ROJO )",0,undefined,NaN
"GAS BUTANO (para flamear AZUL  )",0,undefined,NaN
"Guantes desechables grandes vinil",0,undefined,NaN
"Guantes desechables extra gdes vinil",2,undefined,NaN
"Guantes desechables medianos vinil",1,undefined,NaN
"Guantes Lavaloza",6,undefined,NaN
"Maki",6,undefined,NaN
"Mallas para cabello Negras",0,undefined,NaN
"Mangas Desechables (Comfort clear pipping bag)",3,undefined,NaN
"Palillo de Dientes (paq 1000 pzs)",1,undefined,NaN
"Papel de bano everest  pequeño ",0,undefined,NaN
"Papel de baño  -  JUMBO",1,undefined,NaN
"Papel para Frituras Verde cuadros 14x14",1,undefined,NaN
"Popote Recto estuchado 9" 9in jumbo wrapped straws 300",2,undefined,NaN
"Servilleta mesa cliente bounty quilted napkins 8x20",10,undefined,NaN
"Tenazas Chicas",6,undefined,NaN
"Tenazas Grandes",8,undefined,NaN
"Tenedor Estuchado",1,undefined,NaN
"Toalla Interdoblada multifold (hojitas)",0,undefined,NaN
"Vaso 20oz p/llevar Michelada y agua fresca",0,undefined,NaN
"TAPA Vasos 20oz Michelada y Agua Fresca",0,undefined,NaN
"Vasos p/café llevar con tapa",6,undefined,NaN
"Vitafill",1,undefined,NaN
"Ziploc Mini Togarashi",1,undefined,NaN
"Chopsticks touch cello wrapped 9"",2,undefined,NaN
"Alcohol para Buffeteras chf fuel",20,undefined,NaN
"Paraguas para bar",1,undefined,NaN
"Palillo Bamboo p/Camaron 12"",2,undefined,NaN
"Guantes Negros Latex Large",1,undefined,NaN
"Guantes negros latex medianos",1,undefined,NaN
"Toalla ROLLO multifold marron (Danforth)",0,undefined,NaN
"Cuchillos para cocina (grandes y chicos)",3,undefined,NaN
"Tablas de colores para cocina",1,undefined,NaN
"Contenedores de Churros para llevar 6"x6"x3" Pequeño Churros",1,undefined,NaN
"Tapetes negros para BAR ",3,undefined,NaN
"Bolsa para llevar Grande de Papel 18x7x19 (caja c/200 piezas)",1,undefined,NaN
"Bolsa para llevar Chica de Papel 12x9x15.75 (caja c/200 piezas)",1,undefined,NaN
"Gorra con logotipo",0,undefined,NaN
"Mandil Guinda Vendedor",0,undefined,NaN
"Mandil Negro Bar",0,undefined,NaN
"Mandil Cocina",0,undefined,NaN
"Mandil De Plastico",0,undefined,NaN

EXPENSES
Item,Initial,Purchase,Final,Usage
"Gas",0,0,0,0.00
"Mantenimiento",0,0,0,0.00
"Suministros De Servicio",2570.37,0,1247.21,1323.16
"Equipo Perecible",6184.24,4929.31,3083.76,8029.79
"Uniformes",0,0,0,0.00
"Papeleria E Impresos",0,0,442.33,-442.33
"Hielo",0,0,0,0.00
"Suministros De Limpieza",622.13,0,898.94,-276.81
"Honorarios Musicales",0,0,0,0.00
"Publicidad Y Promoc",0,0,0,0.00
"Pasajes",0,0,0,0.00
"Fumigaciones",0,0,0,0.00
"Cuotas y Suscripcio",0,0,0,0.00
"Renta de Equipos",0,0,0,0.00
